customer_sk,customer_id,first_name,last_name,email,residential_location,customer_segment
17429,CUST_17429,Mary,Rivera,mary.rivera@gmail.com,Mesa,Premium Shopper
17430,CUST_17430,Dawn,Chavez,dawn.chavez@gmail.com,Omaha,Loyal Customer
17431,CUST_17431,David,Reyes,david.reyes@gmail.com,Nashville,Occasional Shopper
17432,CUST_17432,Tanya,Fisher,tanya.fisher@outlook.com,Tucson,Budget Shopper
17433,CUST_17433,Chase,Durham,chase.durham@yahoo.com,San Jose,Churn Risk
17434,CUST_17434,Heather,Barrett,heather.barrett@gmail.com,Tucson,High Value
17435,CUST_17435,Brooke,Davidson,brooke.davidson@gmail.com,Seattle,Premium Shopper
17436,CUST_17436,Lisa,Hall,lisa.hall@yahoo.com,Jacksonville,Churn Risk
17437,CUST_17437,Mariah,Ramirez,mariah.ramirez@yahoo.com,Columbus,Online Shopper
17438,CUST_17438,Taylor,Steele,taylor.steele@gmail.com,Charlotte,In-Store Regular
17439,CUST_17439,Jacqueline,Parks,jacqueline.parks@outlook.com,Oklahoma City,Deal Seeker
17440,CUST_17440,Kristy,Price,kristy.price@gmail.com,Minneapolis,In-Store Regular
17441,CUST_17441,Christopher,Gonzalez,christopher.gonzalez@gmail.com,Arlington,In-Store Regular
17442,CUST_17442,Paula,Bass,paula.bass@yahoo.com,Louisville,First-time Buyer
17443,CUST_17443,Kenneth,Taylor,kenneth.taylor@gmail.com,Fresno,Deal Seeker
17444,CUST_17444,Heather,Flores,heather.flores@gmail.com,Boston,Occasional Shopper
17445,CUST_17445,Ricky,Newman,ricky.newman@outlook.com,Las Vegas,Online Shopper
17446,CUST_17446,Kimberly,Harris,kimberly.harris@outlook.com,New Orleans,In-Store Regular
17447,CUST_17447,Patricia,Delacruz,patricia.delacruz@outlook.com,Milwaukee,High Value
17448,CUST_17448,Brian,Williams,brian.williams@gmail.com,Washington,Budget Shopper
17449,CUST_17449,Douglas,Howard,douglas.howard@outlook.com,Baltimore,Premium Shopper
17450,CUST_17450,Catherine,Allen,catherine.allen@outlook.com,Portland,Online Shopper
17451,CUST_17451,Danielle,Dean,danielle.dean@gmail.com,New Orleans,Loyal Customer
17452,CUST_17452,Dylan,Spencer,dylan.spencer@gmail.com,San Diego,Occasional Shopper
17453,CUST_17453,Taylor,Ball,taylor.ball@outlook.com,Memphis,High Value
17454,CUST_17454,Jimmy,Smith,jimmy.smith@yahoo.com,Houston,Loyal Customer
17455,CUST_17455,Melissa,Mejia,melissa.mejia@gmail.com,Chicago,Loyal Customer
17456,CUST_17456,Jessica,King,jessica.king@yahoo.com,Nashville,High Value
17457,CUST_17457,Michael,Johnson,michael.johnson@outlook.com,Miami,Loyal Customer
17458,CUST_17458,Matthew,Leonard,matthew.leonard@outlook.com,Nashville,Premium Shopper
17459,CUST_17459,Jennifer,Morris,jennifer.morris@gmail.com,Indianapolis,Churn Risk
17460,CUST_17460,Eric,Collier,eric.collier@yahoo.com,Albuquerque,Churn Risk
17461,CUST_17461,Taylor,Rogers,taylor.rogers@outlook.com,Mesa,Occasional Shopper
17462,CUST_17462,Lauren,Massey,lauren.massey@gmail.com,Tampa,Loyal Customer
17463,CUST_17463,Holly,Floyd,holly.floyd@outlook.com,Virginia Beach,High Value
17464,CUST_17464,Marisa,Wong,marisa.wong@outlook.com,Austin,In-Store Regular
17465,CUST_17465,Bethany,Chambers,bethany.chambers@outlook.com,Fresno,Premium Shopper
17466,CUST_17466,Christina,Hall,christina.hall@yahoo.com,Virginia Beach,Online Shopper
17467,CUST_17467,Sara,Rivers,sara.rivers@outlook.com,Phoenix,In-Store Regular
17468,CUST_17468,Margaret,Ellis,margaret.ellis@yahoo.com,Fort Worth,First-time Buyer
17469,CUST_17469,Heather,Lewis,heather.lewis@gmail.com,San Francisco,In-Store Regular
17470,CUST_17470,Jamie,Curry,jamie.curry@yahoo.com,Seattle,Loyal Customer
17471,CUST_17471,Emily,Coffey,emily.coffey@outlook.com,Indianapolis,Churn Risk
17472,CUST_17472,Charles,Tucker,charles.tucker@outlook.com,Raleigh,High Value
17473,CUST_17473,Nancy,Vincent,nancy.vincent@outlook.com,Sacramento,Deal Seeker
17474,CUST_17474,Christopher,Morgan,christopher.morgan@yahoo.com,Sacramento,Churn Risk
17475,CUST_17475,Angela,Hart,angela.hart@yahoo.com,Nashville,Budget Shopper
17476,CUST_17476,Becky,Smith,becky.smith@yahoo.com,Fort Worth,Deal Seeker
17477,CUST_17477,Darren,Payne,darren.payne@yahoo.com,Detroit,Churn Risk
17478,CUST_17478,Jessica,York,jessica.york@outlook.com,Omaha,Churn Risk
17479,CUST_17479,Rachel,Hernandez,rachel.hernandez@outlook.com,Tampa,Premium Shopper
17480,CUST_17480,Henry,Mckenzie,henry.mckenzie@gmail.com,Mesa,In-Store Regular
17481,CUST_17481,Robert,Hernandez,robert.hernandez@yahoo.com,Phoenix,First-time Buyer
17482,CUST_17482,Benjamin,Fitzpatrick,benjamin.fitzpatrick@yahoo.com,Arlington,Loyal Customer
17483,CUST_17483,Alyssa,Martin,alyssa.martin@outlook.com,Chicago,Online Shopper
17484,CUST_17484,Kathryn,Cervantes,kathryn.cervantes@outlook.com,Mesa,Budget Shopper
17485,CUST_17485,Bradley,Solis,bradley.solis@outlook.com,Charlotte,Deal Seeker
17486,CUST_17486,Kimberly,Jones,kimberly.jones@gmail.com,Detroit,First-time Buyer
17487,CUST_17487,Joseph,Hawkins,joseph.hawkins@yahoo.com,San Antonio,In-Store Regular
17488,CUST_17488,William,Smith,william.smith@outlook.com,Portland,Loyal Customer
17489,CUST_17489,Jonathan,Lozano,jonathan.lozano@yahoo.com,Miami,First-time Buyer
17490,CUST_17490,Julia,Mccall,julia.mccall@gmail.com,Virginia Beach,Online Shopper
17491,CUST_17491,Mark,Brewer,mark.brewer@gmail.com,Colorado Springs,Occasional Shopper
17492,CUST_17492,John,Lewis,john.lewis@yahoo.com,Tampa,Occasional Shopper
17493,CUST_17493,Kristen,Reed,kristen.reed@gmail.com,Las Vegas,Loyal Customer
17494,CUST_17494,Erica,Anthony,erica.anthony@outlook.com,Minneapolis,Premium Shopper
17495,CUST_17495,Russell,Sellers,russell.sellers@outlook.com,Tulsa,First-time Buyer
17496,CUST_17496,Cheryl,Nguyen,cheryl.nguyen@gmail.com,Albuquerque,First-time Buyer
17497,CUST_17497,Gary,Davis,gary.davis@yahoo.com,Tampa,Loyal Customer
17498,CUST_17498,Jose,Owens,jose.owens@outlook.com,Long Beach,Churn Risk
17499,CUST_17499,Brian,Johnson,brian.johnson@outlook.com,El Paso,High Value
17500,CUST_17500,Kim,Townsend,kim.townsend@outlook.com,Washington,Budget Shopper
17501,CUST_17501,Edward,Johnson,edward.johnson@yahoo.com,Virginia Beach,First-time Buyer
17502,CUST_17502,Jessica,Goodman,jessica.goodman@gmail.com,Tucson,Churn Risk
17503,CUST_17503,Mindy,Stevenson,mindy.stevenson@outlook.com,Nashville,Budget Shopper
17504,CUST_17504,Amy,Houston,amy.houston@gmail.com,Jacksonville,Premium Shopper
17505,CUST_17505,Christopher,Caldwell,christopher.caldwell@gmail.com,Portland,Occasional Shopper
17506,CUST_17506,Ashley,Gentry,ashley.gentry@outlook.com,Columbus,Loyal Customer
17507,CUST_17507,Suzanne,Roberts,suzanne.roberts@gmail.com,Fresno,High Value
17508,CUST_17508,Mark,Jones,mark.jones@outlook.com,Denver,High Value
17509,CUST_17509,Edward,Young,edward.young@outlook.com,Los Angeles,Online Shopper
17510,CUST_17510,Edward,Lee,edward.lee@gmail.com,Tulsa,Loyal Customer
17511,CUST_17511,Sabrina,Vaughan,sabrina.vaughan@yahoo.com,Denver,First-time Buyer
17512,CUST_17512,Nicholas,Harris,nicholas.harris@yahoo.com,Seattle,Online Shopper
17513,CUST_17513,Michael,Hunter,michael.hunter@gmail.com,Columbus,High Value
17514,CUST_17514,Alison,Camacho,alison.camacho@yahoo.com,Phoenix,Deal Seeker
17515,CUST_17515,Wendy,King,wendy.king@gmail.com,Colorado Springs,Online Shopper
17516,CUST_17516,Shirley,Becker,shirley.becker@gmail.com,Dallas,Churn Risk
17517,CUST_17517,Michelle,Palmer,michelle.palmer@gmail.com,Tucson,Deal Seeker
17518,CUST_17518,Margaret,Henry,margaret.henry@outlook.com,Baltimore,High Value
17519,CUST_17519,Lindsey,King,lindsey.king@outlook.com,Fresno,Occasional Shopper
17520,CUST_17520,Laura,Black,laura.black@outlook.com,Columbus,First-time Buyer
17521,CUST_17521,Stephanie,Aguilar,stephanie.aguilar@gmail.com,Dallas,Churn Risk
17522,CUST_17522,Ryan,Fowler,ryan.fowler@outlook.com,Indianapolis,Churn Risk
17523,CUST_17523,Bobby,King,bobby.king@yahoo.com,San Francisco,Occasional Shopper
17524,CUST_17524,David,Foster,david.foster@outlook.com,Chicago,In-Store Regular
17525,CUST_17525,Nicole,Day,nicole.day@gmail.com,Kansas City,Deal Seeker
17526,CUST_17526,Robert,Young,robert.young@outlook.com,Los Angeles,High Value
17527,CUST_17527,Robin,Tucker,robin.tucker@gmail.com,Tulsa,Occasional Shopper
17528,CUST_17528,Perry,West,perry.west@yahoo.com,Houston,In-Store Regular
17529,CUST_17529,Ryan,Thomas,ryan.thomas@outlook.com,Minneapolis,Loyal Customer
17530,CUST_17530,Sarah,Hamilton,sarah.hamilton@outlook.com,Albuquerque,Budget Shopper
17531,CUST_17531,Dylan,Blankenship,dylan.blankenship@gmail.com,Milwaukee,Online Shopper
17532,CUST_17532,Martha,Chapman,martha.chapman@outlook.com,El Paso,In-Store Regular
17533,CUST_17533,Carl,Santos,carl.santos@yahoo.com,Seattle,Occasional Shopper
17534,CUST_17534,Mitchell,Byrd,mitchell.byrd@yahoo.com,Kansas City,Deal Seeker
17535,CUST_17535,Amanda,Kidd,amanda.kidd@yahoo.com,Arlington,Online Shopper
17536,CUST_17536,Joseph,Mccullough,joseph.mccullough@yahoo.com,Miami,In-Store Regular
17537,CUST_17537,Tamara,Thomas,tamara.thomas@gmail.com,Philadelphia,First-time Buyer
17538,CUST_17538,Beverly,Walls,beverly.walls@gmail.com,Colorado Springs,High Value
17539,CUST_17539,Kyle,Walker,kyle.walker@yahoo.com,Phoenix,In-Store Regular
17540,CUST_17540,Holly,Beck,holly.beck@gmail.com,Miami,Deal Seeker
17541,CUST_17541,John,Daniels,john.daniels@yahoo.com,Long Beach,Churn Risk
17542,CUST_17542,Marilyn,Campbell,marilyn.campbell@gmail.com,New Orleans,Premium Shopper
17543,CUST_17543,Erika,Gonzales,erika.gonzales@gmail.com,Sacramento,Budget Shopper
17544,CUST_17544,Bryan,Johnson,bryan.johnson@gmail.com,San Antonio,Occasional Shopper
17545,CUST_17545,Jessica,Andrews,jessica.andrews@yahoo.com,Nashville,Deal Seeker
17546,CUST_17546,Anthony,Mendoza,anthony.mendoza@outlook.com,Arlington,Loyal Customer
17547,CUST_17547,Cathy,Carter,cathy.carter@gmail.com,Sacramento,In-Store Regular
17548,CUST_17548,Bryan,Quinn,bryan.quinn@yahoo.com,Tulsa,First-time Buyer
17549,CUST_17549,Kirk,Mann,kirk.mann@yahoo.com,San Antonio,Premium Shopper
17550,CUST_17550,Victor,Campbell,victor.campbell@yahoo.com,Miami,Deal Seeker
17551,CUST_17551,Corey,Johnson,corey.johnson@gmail.com,Fort Worth,Premium Shopper
17552,CUST_17552,Jordan,Welch,jordan.welch@yahoo.com,Virginia Beach,Premium Shopper
17553,CUST_17553,Shaun,Hayes,shaun.hayes@gmail.com,San Jose,Churn Risk
17554,CUST_17554,Stephen,Rodriguez,stephen.rodriguez@yahoo.com,Dallas,Premium Shopper
17555,CUST_17555,Jennifer,Robinson,jennifer.robinson@yahoo.com,Baltimore,Loyal Customer
17556,CUST_17556,Ann,Smith,ann.smith@outlook.com,Houston,Deal Seeker
17557,CUST_17557,John,Gibson,john.gibson@gmail.com,Albuquerque,High Value
17558,CUST_17558,Jenna,Berry,jenna.berry@outlook.com,Fort Worth,Budget Shopper
17559,CUST_17559,Brianna,Hess,brianna.hess@yahoo.com,Dallas,Online Shopper
17560,CUST_17560,Nathan,Buchanan,nathan.buchanan@gmail.com,Denver,Budget Shopper
17561,CUST_17561,Matthew,Jones,matthew.jones@gmail.com,Phoenix,In-Store Regular
17562,CUST_17562,Lisa,Cameron,lisa.cameron@gmail.com,Mesa,Premium Shopper
17563,CUST_17563,Tina,James,tina.james@outlook.com,Fort Worth,High Value
17564,CUST_17564,Kenneth,Jackson,kenneth.jackson@gmail.com,Chicago,First-time Buyer
17565,CUST_17565,Virginia,Valenzuela,virginia.valenzuela@yahoo.com,Charlotte,Online Shopper
17566,CUST_17566,Sherri,Jackson,sherri.jackson@outlook.com,Philadelphia,First-time Buyer
17567,CUST_17567,Anthony,Young,anthony.young@gmail.com,Fort Worth,Deal Seeker
17568,CUST_17568,Shari,Fuller,shari.fuller@gmail.com,Phoenix,Online Shopper
17569,CUST_17569,Carol,Scott,carol.scott@gmail.com,Louisville,Premium Shopper
17570,CUST_17570,Bryan,Bailey,bryan.bailey@outlook.com,San Jose,Budget Shopper
17571,CUST_17571,Krystal,Mason,krystal.mason@gmail.com,Kansas City,Premium Shopper
17572,CUST_17572,Kaitlyn,Martin,kaitlyn.martin@outlook.com,Omaha,Online Shopper
17573,CUST_17573,Joseph,Yang,joseph.yang@outlook.com,Atlanta,Premium Shopper
17574,CUST_17574,Christopher,Williams,christopher.williams@gmail.com,Washington,First-time Buyer
17575,CUST_17575,Jocelyn,Oconnell,jocelyn.oconnell@yahoo.com,Nashville,Churn Risk
17576,CUST_17576,Aaron,Payne,aaron.payne@gmail.com,San Diego,Loyal Customer
17577,CUST_17577,Michael,Bowman,michael.bowman@outlook.com,Tucson,Loyal Customer
17578,CUST_17578,Eugene,Marsh,eugene.marsh@outlook.com,Chicago,Premium Shopper
17579,CUST_17579,Samantha,Mcintyre,samantha.mcintyre@outlook.com,Oklahoma City,Churn Risk
17580,CUST_17580,Alan,Miller,alan.miller@outlook.com,Omaha,Loyal Customer
17581,CUST_17581,Andrew,Berry,andrew.berry@outlook.com,Nashville,Online Shopper
17582,CUST_17582,Michael,Chavez,michael.chavez@yahoo.com,Phoenix,Premium Shopper
17583,CUST_17583,Rebecca,Christensen,rebecca.christensen@gmail.com,El Paso,High Value
17584,CUST_17584,Bianca,Paul,bianca.paul@outlook.com,San Diego,Loyal Customer
17585,CUST_17585,Kevin,Rivera,kevin.rivera@yahoo.com,Fresno,Occasional Shopper
17586,CUST_17586,Kathleen,Calhoun,kathleen.calhoun@outlook.com,San Diego,Loyal Customer
17587,CUST_17587,Amanda,Rodriguez,amanda.rodriguez@gmail.com,Arlington,First-time Buyer
17588,CUST_17588,Julie,Baird,julie.baird@outlook.com,Oklahoma City,Online Shopper
17589,CUST_17589,Brenda,Stanton,brenda.stanton@outlook.com,Portland,Loyal Customer
17590,CUST_17590,Jillian,Murphy,jillian.murphy@yahoo.com,Fresno,In-Store Regular
17591,CUST_17591,Laura,Jones,laura.jones@gmail.com,Baltimore,Occasional Shopper
17592,CUST_17592,Mark,Smith,mark.smith@gmail.com,Houston,First-time Buyer
17593,CUST_17593,Mary,Paul,mary.paul@outlook.com,Fresno,Churn Risk
17594,CUST_17594,David,Miller,david.miller@gmail.com,Atlanta,Deal Seeker
17595,CUST_17595,Joseph,Parker,joseph.parker@gmail.com,Louisville,Budget Shopper
17596,CUST_17596,Paula,Miles,paula.miles@yahoo.com,Memphis,Premium Shopper
17597,CUST_17597,Sheila,Harrison,sheila.harrison@gmail.com,Atlanta,Budget Shopper
17598,CUST_17598,Rebecca,Harris,rebecca.harris@outlook.com,Arlington,First-time Buyer
17599,CUST_17599,Clayton,Chung,clayton.chung@gmail.com,Atlanta,Deal Seeker
17600,CUST_17600,Michael,Soto,michael.soto@yahoo.com,Kansas City,Premium Shopper
17601,CUST_17601,John,Howell,john.howell@gmail.com,Raleigh,First-time Buyer
17602,CUST_17602,David,Hall,david.hall@yahoo.com,Detroit,Churn Risk
17603,CUST_17603,Michele,Perez,michele.perez@outlook.com,Colorado Springs,Premium Shopper
17604,CUST_17604,Stephen,Webb,stephen.webb@outlook.com,Colorado Springs,Loyal Customer
17605,CUST_17605,Tracy,Thompson,tracy.thompson@yahoo.com,El Paso,Online Shopper
17606,CUST_17606,Jerry,Martinez,jerry.martinez@gmail.com,Baltimore,Budget Shopper
17607,CUST_17607,Connie,Simpson,connie.simpson@yahoo.com,San Jose,Occasional Shopper
17608,CUST_17608,Nicole,Ryan,nicole.ryan@gmail.com,Indianapolis,High Value
17609,CUST_17609,David,Ramirez,david.ramirez@outlook.com,Long Beach,In-Store Regular
17610,CUST_17610,Emily,Foley,emily.foley@outlook.com,Oakland,Online Shopper
17611,CUST_17611,Colleen,Rodriguez,colleen.rodriguez@outlook.com,Detroit,High Value
17612,CUST_17612,Tina,Garza,tina.garza@gmail.com,Jacksonville,In-Store Regular
17613,CUST_17613,Randy,Miller,randy.miller@yahoo.com,Houston,Occasional Shopper
17614,CUST_17614,Jamie,Jacobs,jamie.jacobs@outlook.com,Fresno,Deal Seeker
17615,CUST_17615,Madison,Park,madison.park@yahoo.com,Louisville,Churn Risk
17616,CUST_17616,Pamela,Elliott,pamela.elliott@outlook.com,El Paso,Online Shopper
17617,CUST_17617,Melissa,Nelson,melissa.nelson@yahoo.com,New York,In-Store Regular
17618,CUST_17618,Andrew,Smith,andrew.smith@gmail.com,Colorado Springs,Churn Risk
17619,CUST_17619,Benjamin,Craig,benjamin.craig@yahoo.com,Las Vegas,Budget Shopper
17620,CUST_17620,Michael,Parker,michael.parker@yahoo.com,Indianapolis,Deal Seeker
17621,CUST_17621,Rachel,Campos,rachel.campos@outlook.com,Tampa,In-Store Regular
17622,CUST_17622,Kevin,Montes,kevin.montes@outlook.com,Washington,Churn Risk
17623,CUST_17623,Brandon,Palmer,brandon.palmer@yahoo.com,Long Beach,High Value
17624,CUST_17624,Rachael,Brown,rachael.brown@gmail.com,Long Beach,Loyal Customer
17625,CUST_17625,Danielle,Jarvis,danielle.jarvis@yahoo.com,Jacksonville,Online Shopper
17626,CUST_17626,Jennifer,Riley,jennifer.riley@outlook.com,Fort Worth,First-time Buyer
17627,CUST_17627,John,Mclean,john.mclean@yahoo.com,Oklahoma City,First-time Buyer
17628,CUST_17628,Adam,Nguyen,adam.nguyen@yahoo.com,Portland,Budget Shopper
17629,CUST_17629,Frank,Howell,frank.howell@yahoo.com,San Diego,Churn Risk
17630,CUST_17630,Suzanne,Dunn,suzanne.dunn@gmail.com,Sacramento,Budget Shopper
17631,CUST_17631,James,Caldwell,james.caldwell@gmail.com,Oklahoma City,Budget Shopper
17632,CUST_17632,Brandy,Rodriguez,brandy.rodriguez@gmail.com,Colorado Springs,Churn Risk
17633,CUST_17633,Christopher,Warren,christopher.warren@gmail.com,Denver,Churn Risk
17634,CUST_17634,Brandon,Bennett,brandon.bennett@yahoo.com,Miami,Budget Shopper
17635,CUST_17635,Jessica,Jacobs,jessica.jacobs@yahoo.com,Virginia Beach,High Value
17636,CUST_17636,Jill,Morrison,jill.morrison@outlook.com,Phoenix,Occasional Shopper
17637,CUST_17637,Cindy,Ortiz,cindy.ortiz@yahoo.com,Charlotte,Budget Shopper
17638,CUST_17638,Erica,Miller,erica.miller@outlook.com,Portland,First-time Buyer
17639,CUST_17639,Rebecca,Griffin,rebecca.griffin@outlook.com,Phoenix,Loyal Customer
17640,CUST_17640,Spencer,Atkins,spencer.atkins@gmail.com,Indianapolis,Churn Risk
17641,CUST_17641,Emily,Hayden,emily.hayden@gmail.com,Memphis,Deal Seeker
17642,CUST_17642,Tracy,Powell,tracy.powell@yahoo.com,Portland,In-Store Regular
17643,CUST_17643,Patrick,Jackson,patrick.jackson@outlook.com,Jacksonville,Budget Shopper
17644,CUST_17644,Zachary,Lopez,zachary.lopez@yahoo.com,Charlotte,In-Store Regular
17645,CUST_17645,Melanie,Walker,melanie.walker@gmail.com,Virginia Beach,First-time Buyer
17646,CUST_17646,Alexis,Johnson,alexis.johnson@gmail.com,Austin,In-Store Regular
17647,CUST_17647,Terry,Jackson,terry.jackson@yahoo.com,Nashville,Occasional Shopper
17648,CUST_17648,Jonathon,Levy,jonathon.levy@gmail.com,Seattle,In-Store Regular
17649,CUST_17649,Wanda,Robertson,wanda.robertson@yahoo.com,Fresno,Deal Seeker
17650,CUST_17650,Douglas,Blackburn,douglas.blackburn@gmail.com,Fresno,Loyal Customer
17651,CUST_17651,Deanna,Hall,deanna.hall@yahoo.com,Oklahoma City,Occasional Shopper
17652,CUST_17652,Randy,Curry,randy.curry@gmail.com,Milwaukee,Deal Seeker
17653,CUST_17653,Hector,Meyer,hector.meyer@outlook.com,Miami,Deal Seeker
17654,CUST_17654,Adrienne,Braun,adrienne.braun@yahoo.com,Minneapolis,Premium Shopper
17655,CUST_17655,Steven,Schroeder,steven.schroeder@yahoo.com,Miami,In-Store Regular
17656,CUST_17656,Zachary,Mack,zachary.mack@gmail.com,Raleigh,In-Store Regular
17657,CUST_17657,Shane,Cook,shane.cook@yahoo.com,San Antonio,Budget Shopper
17658,CUST_17658,Paige,White,paige.white@outlook.com,Fort Worth,Online Shopper
17659,CUST_17659,Mark,Sullivan,mark.sullivan@outlook.com,Long Beach,In-Store Regular
17660,CUST_17660,Erik,Simmons,erik.simmons@yahoo.com,Detroit,Churn Risk
17661,CUST_17661,Logan,Miller,logan.miller@yahoo.com,Boston,Loyal Customer
17662,CUST_17662,Melody,Cooper,melody.cooper@gmail.com,Memphis,High Value
17663,CUST_17663,Heather,Gonzalez,heather.gonzalez@gmail.com,New York,Occasional Shopper
17664,CUST_17664,Kathleen,Barber,kathleen.barber@outlook.com,Denver,Deal Seeker
17665,CUST_17665,Eric,Gomez,eric.gomez@outlook.com,Phoenix,Deal Seeker
17666,CUST_17666,Joseph,Rojas,joseph.rojas@outlook.com,Tampa,First-time Buyer
17667,CUST_17667,John,Carr,john.carr@yahoo.com,Long Beach,Premium Shopper
17668,CUST_17668,Jody,Williams,jody.williams@gmail.com,New Orleans,First-time Buyer
17669,CUST_17669,Victoria,Jones,victoria.jones@outlook.com,Dallas,Online Shopper
17670,CUST_17670,April,Knight,april.knight@yahoo.com,Jacksonville,Churn Risk
17671,CUST_17671,Jessica,Mendoza,jessica.mendoza@outlook.com,San Jose,High Value
17672,CUST_17672,Brian,Baker,brian.baker@outlook.com,Tulsa,Deal Seeker
17673,CUST_17673,Ruth,Decker,ruth.decker@yahoo.com,Seattle,Online Shopper
17674,CUST_17674,Anna,Hartman,anna.hartman@yahoo.com,Tulsa,Occasional Shopper
17675,CUST_17675,Alan,Walls,alan.walls@yahoo.com,Las Vegas,Occasional Shopper
17676,CUST_17676,Jordan,Smith,jordan.smith@outlook.com,Las Vegas,Online Shopper
17677,CUST_17677,Ann,Torres,ann.torres@gmail.com,Omaha,Budget Shopper
17678,CUST_17678,Cameron,Mcknight,cameron.mcknight@outlook.com,Portland,First-time Buyer
17679,CUST_17679,Ryan,Martin,ryan.martin@gmail.com,San Diego,Loyal Customer
17680,CUST_17680,Martin,Williams,martin.williams@outlook.com,Washington,Churn Risk
17681,CUST_17681,Barbara,Alexander,barbara.alexander@gmail.com,Austin,In-Store Regular
17682,CUST_17682,Alex,Baldwin,alex.baldwin@yahoo.com,Boston,Loyal Customer
17683,CUST_17683,Alexis,Ellis,alexis.ellis@outlook.com,Tucson,High Value
17684,CUST_17684,Sally,Oneill,sally.oneill@gmail.com,Milwaukee,In-Store Regular
17685,CUST_17685,Mark,Roberts,mark.roberts@outlook.com,San Antonio,In-Store Regular
17686,CUST_17686,Malik,Diaz,malik.diaz@gmail.com,Oakland,Occasional Shopper
17687,CUST_17687,Michelle,Nichols,michelle.nichols@yahoo.com,Oklahoma City,In-Store Regular
